classNo,courseId,courseName,courseType,credits,remark,scheduleTime,scheduleWeek,teacher,url,学年,学期,课表类型,开课系所
00,YKC01010010AT0000630,量子化学导论,必修,3,,周三5-6 文史117，周一3-4 文史117,2-19,黎乐民(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010010AT0000630&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010020AT0005255,统计热力学,必修,3,,周三7-8 一教103，周一1-2 一教103,2-19,高执棣,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010020AT0005255&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010030AT0005256,高等物化实验,必修,3,,周四1-7 ,2-19,刘忠范(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010030AT0005256&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010070AT0000631,谱学原理与技术,必修,2,,周五3-4 电教239，周二3-4 电教239,10-19,何美玉(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010070AT0000631&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010070AT0000631,谱学原理与技术,必修,2,,周四5-6 电教239，周二3-4 电教125,2-19,陈月华(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010070AT0000631&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010090AT0000633,X射线结晶学和晶体结构分析,选修,3,,周三3-4 ，周一7-8 ,2-19,金祥林(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010090AT0000633&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010110AT0000635,电解质溶液及 其波谱研究,选修,2,,周二1-2 四教132,2-19,李芝芬(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010110AT0000635&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010160AT0000640,表面活性剂物理化学,选修,2,,周三3-4 三教407，周一7-8 三教406,10-19,朱步瑶(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010160AT0000640&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010180AT0000642,物理化学课堂讨论,必修,1,,周二1-2 一教210,2-19,刘忠范(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010180AT0000642&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010250AT0000646,蛋白质晶体学,选修,2,,周二1-2 ,2-19,黄其辰(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010250AT0000646&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010330AT0000652,生物热化学,选修,2,,周三3-4 四教153，周一5-6 四教153,5-19,张有民,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010330AT0000652&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010360AT0000655,半导体电化学,选修,2,,周三1-2 四教138,2-19,刘忠范(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010360AT0000655&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010430AT0000661,X射线晶体学与无机结构化学,必修,3,,周五3-4 四教213，周二7-8 四教222,2-19,邵美成,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010430AT0000661&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010450AT0000663,固体化学导论,选修,3,,周一5-8 ,2-19,阮慎康(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010450AT0000663&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010600AT0000677,物理有机化学,必修,2,,周五3-4 四教158，周三7-8 四教158,2-19,王剑波(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010600AT0000677&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010610AT0005263,金属有机和元素有机化学,必修,3,,周三1-2 三教407，周一5-6 三教407,2-19,关烨第(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010610AT0005263&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010630AT0005265,高等有机化学实验,必修,3,,周四1-7 ，周三3-9 ,10-19,张奇涵(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010630AT0005265&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010690AT0005271,杂环化学,选修,2,,周三3-4 四教155，周一7-8 四教155,2-19,花文廷(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010690AT0005271&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010710AT0005273,痕量组分的分离与富集,必修,2,,周五3-4 ,2-19,李克安(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010710AT0005273&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010720AT0000678,高等色谱,必修,2,,周四3-4 ,9-19,王天松(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010720AT0000678&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010740AT0000680,生化分析,必修,2,,周一3-4 电教331,2-19,李元宗(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010740AT0000680&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010800AT0005275,高分子合成化学,必修,4,,周三3-4 四教234，周一5-6 四教234,2-19,丘坤元(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010800AT0005275&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010810AT0005276,有机结构与反应历程,必修,2,,周二7-8 四教242,2-19,丘坤元(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010810AT0005276&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010820AT0005277,高聚物结构与性能,必修,2,,周五3-4 四教233,2-19,魏高原(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010820AT0005277&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010860AT0000686,高分子光化学,选修,2,,周三1-2 一教113,2-19,曹维孝(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010860AT0000686&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010870AT0000687,功能高分子化学,选修,2,,周三5-6 三教205,2-19,李福绵(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010870AT0000687&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01010940AT0005286,高分子专题与展望,必修,1,,周四7-8 四教134,2-19,周其凤(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01010940AT0005286&kclx=YJ,98-99,1,YJSKB,00010
00,,,选修,0,,周三5-6 电教331，周一1-2 三教403,9-19,,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=null&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01011010AT0005293,催化化学,选修,2,,周三1-2 ,2-19,,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01011010AT0005293&kclx=YJ,98-99,1,YJSKB,00010
00,YKC01011070AT0005298,化学信息学,选修,2,,周五3-4 电教304,2-19,徐筱杰(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC01011070AT0005298&kclx=YJ,98-99,1,YJSKB,00010
00,,,选修,0,,- ,-,,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=null&kclx=YJ,98-99,1,YJSKB,00010
04,YKC02401930AT0002048,战后国际关系专题研究,必修,3,只限方连庆导师的博士HISZXJH,周三5-7 ,1-18,,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC02401930AT0002048&kclx=YJ,98-99,1,YJSKB,00024
01,YKC02410240AT0002068,现代国际关系研究,必修,3,,周四5-7 三教501,2-19,方连庆(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC02410240AT0002068&kclx=YJ,98-99,1,YJSKB,00024
02,YKC02410240AT0002068,现代国际关系研究,必修,3,,周二5-7 一教214,2-19,方连庆(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC02410240AT0002068&kclx=YJ,98-99,1,YJSKB,00024
01,YKC02410840AT0007074,日本外交专题研究,必修,2,,周二5-8 一教312,2-19,林勋建(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC02410840AT0007074&kclx=YJ,98-99,1,YJSKB,00024
01,YKC02410950AT0002100,英语听说,选修,15,,周一3-4 一教310,2-19,,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC02410950AT0002100&kclx=YJ,98-99,1,YJSKB,00024
