classNo,courseId,courseName,courseType,credits,remark,scheduleTime,scheduleWeek,teacher,url,学年,学期,课表类型,开课系所
00,YKC00110000AT0004473,黎曼几何引论,必修,3,,周四3-4单 一教105，周二3-4 一教105,1-16,朱小华(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC00110000AT0004473&kclx=YJ,07-08,2,YJSKB,00001
00,YKC00110010AT0004474,微分几何讨论班,选修,0,,周一7-8 二教517,1-16,王长平(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC00110010AT0004474&kclx=YJ,07-08,2,YJSKB,00001
00,YKC00110030AT0004476,微分拓扑,必修,3,,周四3-4双 一教301，周一1-2 一教301,1-16,丁  帆(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC00110030AT0004476&kclx=YJ,07-08,2,YJSKB,00001
00,YKC00110110AT0004479,实分析,必修,3,,周四1-2单 一教102，周二1-2 一教102,1-16,刘建明(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC00110110AT0004479&kclx=YJ,07-08,2,YJSKB,00001
00,YKC00110170AT0004485,代数数论,选修,3,,周三7-8双 二教311，周一3-4 二教311,1-16,高  峡(讲师),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC00110170AT0004485&kclx=YJ,07-08,2,YJSKB,00001
00,YKC00110190AT0004487,动力系统( 微分动力系统或拓扑动力系统 ),选修,3,,周三11-12单 一教202，周一3-4 一教202,1-16,甘少波(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC00110190AT0004487&kclx=YJ,07-08,2,YJSKB,00001
00,YKC00110290AT0000036,常微分方程选讲,选修,3,,周五3-4单 一教107，周三3-4 一教107,1-16,孙文祥(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC00110290AT0000036&kclx=YJ,07-08,2,YJSKB,00001
00,YKC00110630AT0004507,多元统计分析,选修,3,本研合HISZXJH,周四7-8双 ，周一1-2 ,1-16,,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC00110630AT0004507&kclx=YJ,07-08,2,YJSKB,00001
00,YKC00110700AT0000057,抽样调查,选修,3,本研合HISZXJH,周五3-4双 ，周三1-2 ,1-16,刘继学(讲师),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC00110700AT0000057&kclx=YJ,07-08,2,YJSKB,00001
00,YKC00110820AT0000068,计算流体力学,选修,3,,周三3-4单 一教113，周一3-4 一教113,1-16,李  若(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC00110820AT0000068&kclx=YJ,07-08,2,YJSKB,00001
00,YKC00110940AT0000079,复分析,必修,3,,周四7-9 一教301,1-16,,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=YKC00110940AT0000079&kclx=YJ,07-08,2,YJSKB,00001
