classNo,courseId,courseName,courseType,credits,remark,scheduleTime,scheduleWeek,teacher,url,学年,学期,课表类型,开课系所
1,bkkc201600294437,贝叶斯理论与算法,任选,3,,周五7-8，周三5-6单,1-16,张成(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600294437&kclx=BK,21-22,2,BKSKB,00001
1,bkkc201900445940,现代数学物理选讲,任选,3,,周四3-4，周二10-11双,1-16,方博汉(长聘副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900445940&kclx=BK,21-22,2,BKSKB,00001
1,bkkc201600295302,计算系统生物学,任选,3,,周四7-8双，周二5-6,1-16,张磊(长聘副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600295302&kclx=BK,21-22,2,BKSKB,00001
1,bkkc201700333168,多复变函数论选讲,任选,3,,周三1-2双，周一1-2,1-16,关启安(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201700333168&kclx=BK,21-22,2,BKSKB,00001
1,bkkc201900404817,期货衍生品理论与实务,任选,2,,周五10-12,1-16,吴岚(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900404817&kclx=BK,21-22,2,BKSKB,00001
1,bkkc201900421638,数论专题II,任选,3,,周四7-8，周一5-6双,1-16,袁新意(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900421638&kclx=BK,21-22,2,BKSKB,00001
1,bkkc201900436648,统计和生物统计中的因果推断,任选,3,,周四5-6，周二3-4双,1-16,ZHOU XIAOHUA(周晓华)(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900436648&kclx=BK,21-22,2,BKSKB,00001
1,bkkc201500271690,生物统计,任选,3,,周四1-2单，周二7-8,1-16,席瑞斌(长聘副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201500271690&kclx=BK,21-22,2,BKSKB,00001
1,bkkc202000481136,随机数学,任选,3,,周五7-8，周三3-4单,1-16,蒋达权(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc202000481136&kclx=BK,21-22,2,BKSKB,00001
1,bkkc201600274675,双曲几何引论,任选,3,,周五7-8，周三5-6双,1-16,杨文元(长聘副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600274675&kclx=BK,21-22,2,BKSKB,00001
