classNo,courseId,courseName,courseType,credits,remark,scheduleTime,scheduleWeek,teacher,url,学年,学期,课表类型,开课系所
1,bkkc201600294437,贝叶斯理论与算法,任选,3,,周五1-2，周三7-8双,1-16,席瑞斌(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600294437&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201600295302,计算系统生物学,任选,3,,周四7-9,1-16,张磊(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600295302&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201900404817,期货衍生品理论与实务,任选,2,,周二10-12,1-16,李东风(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900404817&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201800394609,纤维丛与示性类,任选,3,,周四3-4单，周二7-8,1-16,刘毅(预聘副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800394609&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201800389567,几何学专题,任选,3,,周三10-12,1-16,葛剑(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800389567&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201800393535,拓扑场理论专题,任选,3,,周五7-9,1-16,方博汉(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800393535&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201800396150,数论专题,任选,3,,周四3-4双，周二5-6,1-16,刘若川(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800396150&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201800391644,表示论专题,任选,3,,周三7-8双，周一3-4,1-16,赵玉凤(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800391644&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201800389547,代数几何专题,任选,3,,周五5-6双，周三7-8,1-16,郭帅(讲师),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800389547&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201800392014,偏微分方程专题,任选,3,,周三3-4单，周一5-6,1-16,王保祥(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800392014&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201800388639,复几何,任选,3,,周四7-8，周一3-4单,1-16,朱小华(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800388639&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201800389100,分析和方程专题,任选,3,,周四5-6，周二1-2双,1-16,刘保平(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800389100&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201800392005,科学与工程中的微分方程模型,任选,2,,周五1-2，周三3-4双,1-16,李铁军(教授)，Julian Koellermeier(助理研究员),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800392005&kclx=BK,18-19,2,BKSKB,00001
1,BKC00110040AT0000009,微分拓扑,任选,3,,周三7-8双，周一3-4,1-16,包志强(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00110040AT0000009&kclx=BK,18-19,2,BKSKB,00001
1,BKC00110070AT0000012,经典力学的数学方法,任选,3,,周四3-4双，周二5-6,1-16,刘张炬(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00110070AT0000012&kclx=BK,18-19,2,BKSKB,00001
1,BKC00108B17C10190R13,动力系统,任选,3,,周五3-4，周三7-8单,1-16,史逸(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00108B17C10190R13&kclx=BK,18-19,2,BKSKB,00001
1,BKC00108A31C10710R78,试验设计,任选,3,,周五7-8，周二7-8双,1-16,房祥忠(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00108A31C10710R78&kclx=BK,18-19,2,BKSKB,00001
1,BKC00108A31C10820R80,计算流体力学,任选,3,,周五3-4，周三7-8双,1-16,杨超(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00108A31C10820R80&kclx=BK,18-19,2,BKSKB,00001
1,BKC00108A31C10950R21,人工智能,任选,3,,周一7-9,1-16,林作铨(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00108A31C10950R21&kclx=BK,18-19,2,BKSKB,00001
1,bkkc201400244603,代数几何II,任选,3,,周五5-6单，周一7-8,1-16,田志宇(长聘副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201400244603&kclx=BK,18-19,2,BKSKB,00001
1,BKC00108516C12110R79,低维流形,任选,3,,周一7-9,1-16,王诗宬(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00108516C12110R79&kclx=BK,18-19,2,BKSKB,00001
1,BKC00110B17C12530R82,数学物理中的反问题,任选,3,,周五7-8，周二3-4单,1-16,周铁(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00110B17C12530R82&kclx=BK,18-19,2,BKSKB,00001
1,BKC00110420C12650R79,随机过程论,任选,3,,周五5-6单，周三3-4,1-16,陈大岳(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00110420C12650R79&kclx=BK,18-19,2,BKSKB,00001
1,BKC00109B12C12690R29,多尺度建模与计算,任选,3,,周四3-4双，周二7-8,1-16,李铁军(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00109B12C12690R29&kclx=BK,18-19,2,BKSKB,00001
