classNo,courseId,courseName,courseType,credits,remark,scheduleTime,scheduleWeek,teacher,url,学年,学期,课表类型,开课系所
1,bkkc201500265562,图像处理中的数学方法,任选,3,,周四5-6单，周二7-8,1-16,董彬(长聘副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201500265562&kclx=BK,19-20,1,BKSKB,00001
1,bkkc201600301888,代数几何选讲,任选,3,,周四3-4，周一5-6双,1-16,田志宇(长聘副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600301888&kclx=BK,19-20,1,BKSKB,00001
1,bkkc201900414017,线性偏微分方程及其应用,任选,3,,周三3-4单，周一7-8,1-16,卢朓(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900414017&kclx=BK,19-20,1,BKSKB,00001
1,bkkc201900412242,无穷范畴,任选,3,,周三7-8单，周一5-6,1-16,阳恩林(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900412242&kclx=BK,19-20,1,BKSKB,00001
1,bkkc201900412484,随机矩阵及其相关课题,任选,3,,周四7-8单，周二5-6,1-16,冯仁杰(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900412484&kclx=BK,19-20,1,BKSKB,00001
1,bkkc201900412919,齐性流、模空间与算术,任选,3,,周五3-4双，周二1-2,1-16,杨磊(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900412919&kclx=BK,19-20,1,BKSKB,00001
1,bkkc201900421638,数论专题II,任选,3,,周四7-8双，周二5-6,1-16,刘若川(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900421638&kclx=BK,19-20,1,BKSKB,00001
1,bkkc201200204202,统计学习,任选,3,,周三3-4单，周一7-8,1-16,林伟(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201200204202&kclx=BK,19-20,1,BKSKB,00001
1,bkkc201800359264,李群与李代数,任选,3,,周四5-6单，周二7-8,1-16,刘张炬(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800359264&kclx=BK,19-20,1,BKSKB,00001
1,BKC00108516C10000R59,黎曼几何引论,任选,3,,周三10-12,1-16,葛剑(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00108516C10000R59&kclx=BK,19-20,1,BKSKB,00001
