classNo,courseId,courseName,courseType,credits,remark,scheduleTime,scheduleWeek,teacher,url,学年,学期,课表类型,开课系所
1,bkkc201400240224,随机模型及模拟方法选讲,任选,3,,周四7-9,1-16,李铁军(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201400240224&kclx=BK,16-17,2,BKSKB,00001
1,bkkc201500265562,图像处理中的数学方法,任选,3,,周四3-4，周二5-6,1-16,董彬(预聘副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201500265562&kclx=BK,16-17,2,BKSKB,00001
1,bkkc201600295398,微分拓扑选讲,任选,3,,周五5-6单，周一10-11,1-16,范后宏(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600295398&kclx=BK,16-17,2,BKSKB,00001
1,bkkc201600295302,计算系统生物学,任选,3,,周二7-9,1-16,张磊(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600295302&kclx=BK,16-17,2,BKSKB,00001
1,bkkc201600301020,叶状结构,任选,3,,周三7-9,1-16,史逸(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600301020&kclx=BK,16-17,2,BKSKB,00001
1,bkkc201600301888,代数几何选讲,任选,3,,周四3-4，周二5-6单,1-16,訚琪峥(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600301888&kclx=BK,16-17,2,BKSKB,00001
1,BKC00110040AT0000009,微分拓扑,任选,3,,周四1-2单，周二3-4,1-16,丁帆(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00110040AT0000009&kclx=BK,16-17,2,BKSKB,00001
1,BKC00110070AT0000012,经典力学的数学方法,任选,3,,周四7-9,1-16,刘张炬(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00110070AT0000012&kclx=BK,16-17,2,BKSKB,00001
1,BKC00110170AT0000022,代数数论,任选,3,,周一7-9,1-16,周健(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00110170AT0000022&kclx=BK,16-17,2,BKSKB,00001
1,BKC00108B17C10190R13,动力系统,任选,3,,周四7-9,1-16,甘少波(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00108B17C10190R13&kclx=BK,16-17,2,BKSKB,00001
