classNo,courseId,courseName,courseType,credits,remark,scheduleTime,scheduleWeek,teacher,url,学年,学期,课表类型,开课系所
1,BKC00432216AT0001012,量子力学 (Ⅱ),任选,2,,周五7-8，周四7-8，周二7-8，周一7-8,1-4,钱志新(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00432216AT0001012&kclx=BK,20-21,3,BKSKB,00004
1,bkkc201300212752,物理学科暑期专题研讨,任选,3,,,2-3,吴成印(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201300212752&kclx=BK,20-21,3,BKSKB,00004
1,bkkc201300214603,公共物理学,通选课,2,,周四3-4，周三3-4，周二3-4，周一3-4,1-4,王晓钢(待定),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201300214603&kclx=BK,20-21,3,BKSKB,00004
1,bkkc201800339347,化工新概念,任选,1,,周五1-4，周四1-4，周二1-4，周一1-4,1-1,马莲(待定),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201800339347&kclx=BK,20-21,3,BKSKB,00010
1,bkkc202000476251,海滨生物学综合实习,任选,2,,周日1-8，周六1-8，周五1-8，周四1-8，周三1-8，周二1-8，周一1-8,3-4,孟世勇(工程师)，龙玉(讲师)，王戎疆(副教授)，贺新强(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc202000476251&kclx=BK,20-21,3,BKSKB,00011
2,bkkc202000476251,海滨生物学综合实习,任选,2,,周日1-8，周六1-8，周五1-8，周四1-8，周三1-8，周二1-8，周一1-8,3-4,李大建(实验师)，顾红雅(教授)，饶广远(教授)，李晟(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc202000476251&kclx=BK,20-21,3,BKSKB,00011
1,bkkc201900410017,生物统计,专业必修,3,,周日2-4，周六2-4，周五2-4，周四2-4，周三2-4，周二2-4，周一2-4,1-3,成勤和(待定),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900410017&kclx=BK,20-21,3,BKSKB,00011
1,bkkc201900410530,产业实习实践,限选,3,,周日1-8，周六1-8，周五1-8，周四1-8，周三1-8，周二1-8，周一1-8,5-5,刘德英(副教授)，刘天舒(助理研究员)，唐平(讲师)，王世强(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900410530&kclx=BK,20-21,3,BKSKB,00011
1,bkkc202000453537,衰老生物学,任选,2,,周五5-8，周四5-8，周二5-8，周一5-8,1-2,陶伟(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc202000453537&kclx=BK,20-21,3,BKSKB,00011
1,bkkc201700309342,生命的逻辑,全校任选,2,,周五3-6，周三3-6，周一3-6,1-3,白书农(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201700309342&kclx=BK,20-21,3,BKSKB,00011
1,bkkc201600301633,生态学野外实践,限选,2,,周日1-12，周六1-12，周五1-12，周四1-12，周三1-12，周二1-12，周一1-12,1-2,贺新强(教授)，王戎疆(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600301633&kclx=BK,20-21,3,BKSKB,00011
1,bkkc201600301785,生物学综合野外实习,限选,2,,周日1-12，周六1-12，周五1-12，周四1-12，周三1-12，周二1-12，周一1-12,1-2,李大建(实验师)，饶广远(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600301785&kclx=BK,20-21,3,BKSKB,00011
2,bkkc201600301785,生物学综合野外实习,限选,2,,周日1-12，周六1-12，周五1-12，周四1-12，周三1-12，周二1-12，周一1-12,1-2,顾红雅(教授)，龙玉(讲师),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600301785&kclx=BK,20-21,3,BKSKB,00011
3,bkkc201600301785,生物学综合野外实习,限选,2,,周日1-12，周六1-12，周五1-12，周四1-12，周三1-12，周二1-12，周一1-12,1-2,孟世勇(工程师)，李晟(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600301785&kclx=BK,20-21,3,BKSKB,00011
1,bkkc201900407784,虚拟现实内容创作,全校任选,2,,周四5-8，周三5-8，周二5-8，周一5-8,1-2,陈斌(教学教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900407784&kclx=BK,20-21,3,BKSKB,00012
1,bkkc201900430410,北斗系统与时空智能,全校任选,2,,周五1-4，周四1-4，周三1-4，周二1-4，周一1-4,3-4,陈秀万(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900430410&kclx=BK,20-21,3,BKSKB,00012
1,bkkc201400241566,普通地质实习A,实习,2,,,1-5,董琳(副教授)，马学平(教授)，黄宝春(教授)，张元元(助理教授)，张志诚(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201400241566&kclx=BK,20-21,3,BKSKB,00012
1,bkkc201700313583,区域地质实习,专业必修,4,,,1-16,李文博(副教授)，宋述光(教授)，何涛(副教授)，许成(教授)，吕增(副教授)，孙作玉(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201700313583&kclx=BK,20-21,3,BKSKB,00012
1,bkkc201900403874,三峡地区综合地质实习,实习,2,,,1-5,张元元(助理教授)，孙元林(教授)，关平(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900403874&kclx=BK,20-21,3,BKSKB,00012
1,bkkc201900409543,五台山地区综合地质实习,实习,2,,,1-5,韩宝福(教授)，张进江(教授)，魏春景(教授)，张波(副教授)，张贵宾(副教授)，张元元(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201900409543&kclx=BK,20-21,3,BKSKB,00012
1,BKC01233170AT0002313,地震概论,通选课,2,,周四1-2，周三1-2，周二1-2，周一1-2,1-4,赵克常(教学副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC01233170AT0002313&kclx=BK,20-21,3,BKSKB,00012
