classNo,courseId,courseName,courseType,credits,remark,scheduleTime,scheduleWeek,teacher,url,学年,学期,课表类型,开课系所
1,BKC00108A31C12780R59,应用偏微分方程,任选,3,,周四3-4双，周二1-2,1-16,鄂维南(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00108A31C12780R59&kclx=BK,13-14,1,BKSKB,00001
2,BKC00130730AT0000123,数理逻辑,任选,3,,周一7-8,1-16,冯琦(待定),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00130730AT0000123&kclx=BK,13-14,1,BKSKB,00001
1,BKC00131430AT0000201,高等数学C习题,专业必修,0,,周四10-12,1-16,蒙在照(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00131430AT0000201&kclx=BK,13-14,1,BKSKB,00001
1,bkkc201300219016,典型群引论,任选,3,,周三7-9,1-16,王杰(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201300219016&kclx=BK,13-14,1,BKSKB,00001
1,BKC00132301AT0000223,数学分析（I）,专业必修,5,,周四1-2，周一3-4,1-16,伍胜健(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00132301AT0000223&kclx=BK,13-14,1,BKSKB,00001
2,BKC00132301AT0000223,数学分析（I）,专业必修,5,,周四1-2，周一3-4,1-16,张宁(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00132301AT0000223&kclx=BK,13-14,1,BKSKB,00001
1,BKC00132311AT0000228,数学分析 (I)习题,专业必修,0,,周一10-11,1-16,,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00132311AT0000228&kclx=BK,13-14,1,BKSKB,00001
2,BKC00132311AT0000228,数学分析 (I)习题,专业必修,0,,周一10-11,1-16,,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00132311AT0000228&kclx=BK,13-14,1,BKSKB,00001
3,BKC00132311AT0000228,数学分析 (I)习题,专业必修,0,,周一10-11,1-16,,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00132311AT0000228&kclx=BK,13-14,1,BKSKB,00001
4,BKC00132311AT0000228,数学分析 (I)习题,专业必修,0,,周一10-11,1-16,,http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00132311AT0000228&kclx=BK,13-14,1,BKSKB,00001
