classNo,courseId,courseName,courseType,credits,remark,scheduleTime,scheduleWeek,teacher,url,学年,学期,课表类型,开课系所
1,bkkc201600295302,计算系统生物学,任选,3,,周四7-9,1-16,张磊(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201600295302&kclx=BK,17-18,2,BKSKB,00001
1,bkkc201700320262,代数选讲,任选,3,,周二7-9,1-16,张继平(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201700320262&kclx=BK,17-18,2,BKSKB,00001
1,bkkc201700333168,多复变函数论选讲,任选,3,,周二7-9,1-16,关启安(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201700333168&kclx=BK,17-18,2,BKSKB,00001
1,bkkc201400242806,几何群论,任选,3,,周三3-4，周一5-6双,1-16,杨文元(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201400242806&kclx=BK,17-18,2,BKSKB,00001
1,bkkc201500271690,生物统计,任选,3,,周四7-9,1-16,周晓华(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=bkkc201500271690&kclx=BK,17-18,2,BKSKB,00001
1,BKC00110040AT0000009,微分拓扑,任选,3,,周四1-2单，周二3-4,1-16,王家军(长聘副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00110040AT0000009&kclx=BK,17-18,2,BKSKB,00001
1,BKC00110070AT0000012,经典力学的数学方法,任选,3,,周四7-9,1-16,刘张炬(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00110070AT0000012&kclx=BK,17-18,2,BKSKB,00001
1,BKC00110150AT0000020,交换代数,任选,3,,周三5-6，周二5-6单,1-16,刘若川(长聘副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00110150AT0000020&kclx=BK,17-18,2,BKSKB,00001
1,BKC00110170AT0000022,代数数论,任选,3,,周一7-9,1-16,周健(副教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00110170AT0000022&kclx=BK,17-18,2,BKSKB,00001
1,BKC00109B19C10290R26,常微分方程选讲,任选,3,,周一7-9,1-16,孙文祥(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00109B19C10290R26&kclx=BK,17-18,2,BKSKB,00001
1,BKC00108A31C10820R80,计算流体力学,任选,3,,周三7-9,1-16,李若(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00108A31C10820R80&kclx=BK,17-18,2,BKSKB,00001
1,BKC00109B06C10940R16,复分析,任选,3,,周四7-9,1-16,朱小华(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00109B06C10940R16&kclx=BK,17-18,2,BKSKB,00001
1,BKC00108A31C10950R21,人工智能,任选,3,,周一7-9,1-16,林作铨(教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00108A31C10950R21&kclx=BK,17-18,2,BKSKB,00001
1,BKC00108A31C11140R99,近代偏微分方程,任选,3,,周三1-2单，周一3-4,1-16,杨诗武(助理教授),http://sims.pku.edu.cn/bkxjTeaching/edu/pku/stu/teaching/bkxj/jpf/courseBK/getCourseDetail.do?course_seq_no=BKC00108A31C11140R99&kclx=BK,17-18,2,BKSKB,00001
